aktiven	ADJ	DDDS|aktiven|ADJ|1	ki ni v fazi mirovanja
aktiven	ADJ	DDDS|aktiven|ADJ|2	o naravnem pojavu
aktiven	ADJ	DDDS|aktiven|ADJ|3	ki vkljuÄ?uje razliÄ?ne aktivnosti
aktiven	ADJ	DDDS|aktiven|ADJ|4	o prispevanju k dejavnosti
aktiven	ADJ	DDDS|aktiven|ADJ|5	usmerjen v izboljÅ¡anje
aktiven	ADJ	DDDS|aktiven|ADJ|6	ki se veliko giblje
aktiven	ADJ	DDDS|aktiven|ADJ|7	o napravi ali programu
aktiven	ADJ	DDDS|aktiven|ADJ|8	o snovi
aktiven	ADJ	DDDS|aktiven|ADJ|9	Å¾ivahen; o poveÄ?ani dejavnosti
aktiven	ADJ	DDDS|aktiven|ADJ|10	ki se poklicno ukvarja
aktiven	ADJ	DDDS|aktiven|ADJ|11	ko kaj delamo ali ne poÄ?ivamo
dihanje	NOUN	DDDS|dihanje|NOUN|1	o prehodu kisika skozi celice
dihanje	NOUN	DDDS|dihanje|NOUN|2	telesna funkcija
dihanje	NOUN	DDDS|dihanje|NOUN|3	o obstoju oz. razvoju
dihanje	NOUN	DDDS|dihanje|NOUN|4	o usklajenosti delovanja
dihanje	NOUN	DDDS|dihanje|NOUN|5	o raznolikosti
dihanje	NOUN	DDDS|dihanje|NOUN|6	o stroju
dihanje	NOUN	DDDS|dihanje|NOUN|7	o vetru
dihanje	NOUN	DDDS|dihanje|NOUN|8	o prepuÅ¡Ä?anju zraka
eksplodirati	VERB	DDDS|eksplodirati|VERB|1	raztreÅ¡Ä?iti se
eksplodirati	VERB	DDDS|eksplodirati|VERB|2	o moÄ?nem uÄ?inku
eksplodirati	VERB	DDDS|eksplodirati|VERB|3	o moÄ?nem Ä?ustvenem odzivu
eksplodirati	VERB	DDDS|eksplodirati|VERB|4	o telesnem obÄ?utju
eksplodirati	VERB	DDDS|eksplodirati|VERB|5	o siloviti rasti
eksplodirati	VERB	DDDS|eksplodirati|VERB|6	o neustreznem pristopu
eksplodirati	VERB	DDDS|eksplodirati|VERB|7	o hitrem premikanju
eksplodirati	VERB	DDDS|eksplodirati|VERB|8	sunkovito se razprÅ¡iti
hladen	ADJ	DDDS|hladen|ADJ|1	o intenzivnem negativnem doÅ¾ivljanju
hladen	ADJ	DDDS|hladen|ADJ|2	o ravnoduÅ¡ni reakciji
hladen	ADJ	DDDS|hladen|ADJ|3	o naÄ?inu obdelave
hladen	ADJ	DDDS|hladen|ADJ|4	o telesnem obÄ?utku
hladen	ADJ	DDDS|hladen|ADJ|5	o vremenu
hladen	ADJ	DDDS|hladen|ADJ|6	o osebnostni lastnosti
hladen	ADJ	DDDS|hladen|ADJ|7	ki ne izraÅ¾a Ä?ustev
hladen	ADJ	DDDS|hladen|ADJ|8	o hrani
hladen	ADJ	DDDS|hladen|ADJ|9	odklonilen
hladen	ADJ	DDDS|hladen|ADJ|10	o barvi ali materialu
hladen	ADJ	DDDS|hladen|ADJ|11	o objektivnosti
hladen	ADJ	DDDS|hladen|ADJ|12	o praznosti
hladen	ADJ	DDDS|hladen|ADJ|13	miren; trezen
igla	NOUN	DDDS|igla|NOUN|1	varnostni zatiÄ? granate
igla	NOUN	DDDS|igla|NOUN|2	o skali
igla	NOUN	DDDS|igla|NOUN|3	o drogiranju
igla	NOUN	DDDS|igla|NOUN|4	drevesna iglica
igla	NOUN	DDDS|igla|NOUN|5	del strelnega oroÅ¾ja
igla	NOUN	DDDS|igla|NOUN|6	o obÄ?utku
igla	NOUN	DDDS|igla|NOUN|7	zaponka
igla	NOUN	DDDS|igla|NOUN|8	o obliki
igla	NOUN	DDDS|igla|NOUN|9	del motorja
igla	NOUN	DDDS|igla|NOUN|10	o akupunkturi
igla	NOUN	DDDS|igla|NOUN|11	o orodju
igla	NOUN	DDDS|igla|NOUN|12	o povzroÄ?anju trpljenja
igla	NOUN	DDDS|igla|NOUN|13	konica pripomoÄ?ka
igla	NOUN	DDDS|igla|NOUN|14	Å¾ival
igla	NOUN	DDDS|igla|NOUN|15	za tetoviranje
igla	NOUN	DDDS|igla|NOUN|16	za Å¡ivanje
igla	NOUN	DDDS|igla|NOUN|17	kazalec pri napravi
igla	NOUN	DDDS|igla|NOUN|18	medicinski pripomoÄ?ek
igla	NOUN	DDDS|igla|NOUN|19	Å¾ivalska bodica
igla	NOUN	DDDS|igla|NOUN|20	pletilka
igrati	VERB	DDDS|igrati|VERB|1	za zabavo
igrati	VERB	DDDS|igrati|VERB|2	v Å¡portu
igrati	VERB	DDDS|igrati|VERB|3	predvajati
igrati	VERB	DDDS|igrati|VERB|4	o izkoriÅ¡Ä?anju doloÄ?ene lastnosti
igrati	VERB	DDDS|igrati|VERB|5	o Ä?ustvenih odzivih
igrati	VERB	DDDS|igrati|VERB|6	pretvarjati se
igrati	VERB	DDDS|igrati|VERB|7	biti v doloÄ?eni funkciji
igrati	VERB	DDDS|igrati|VERB|8	ustvarjati glasbo
igrati	VERB	DDDS|igrati|VERB|9	v filmu ali gledaliÅ¡Ä?u
izrezan	ADJ	DDDS|izrezan|ADJ|1	vzet iz celote
izrezan	ADJ	DDDS|izrezan|ADJ|2	o kroju oblaÄ?ila
izrezan	ADJ	DDDS|izrezan|ADJ|3	z rezanjem odstranjen iz telesa
izrezan	ADJ	DDDS|izrezan|ADJ|4	o oblikovanju materiala
izrezan	ADJ	DDDS|izrezan|ADJ|5	izloÄ?en s Å¡karjami ali noÅ¾em
izrezan	ADJ	DDDS|izrezan|ADJ|6	ki povsem ustreza merilom
